chunk_id,source_id,source_file,source_type,title,category,product,component,risk_level,content,allowed_for_ai
chunk-00077,ticket-0049,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PRODAM] Cluster indisponível,Nutanix,Nutanix,AOS,high,"[PRODAM] Cluster indisponível | Cluster TRE indisponível. Cliente solicita abertura de chamado para suporte da Nutanix. Equipamentos Nutanix G7. | O Cluster Nutanix encontrava-se totalmente indisponível, com todos os serviços parados; Realizamos a análise inicial do ambiente Nutanix e validamos que os servidores físicos estavam operando normalmente; Validamos também toda a configuração de rede do ambiente Nutanix; Alteramos a configuração de rede de active-backup para balance-slb (Active-Active com MAC Pinning); Reconfiguramos as portas dos switches CISCO conforme o padrão recomendado de implantação Nutanix; Após os ajustes, os Nodes voltaram a se comunicar corretamente; Executamos o comando cluster start para inicialização dos serviços do Cluster; Identificamos que um dos Nodes permaneceu em modo de manutenção após a inicialização do Cluster; Removemos o Node do modo de manutenção e o adicionamos novamente ao Metadata Ring; Validamos que os 3 Nodes ficaram operantes e funcionais; Foi identificado um erro relacionado ao Virtual Switch; Executamos o comando net.migrate_br_to_virtual_switch br0 vs_name=vs0 para migração do Virtual Bond para o Virtual Switch; Corrigimos os alertas apresentados no Cluster; Também realizamos a limpeza/forçamento das tasks com erro que permaneciam no Cluster há mais de duas semanas. | Nutanix | AOS",true
chunk-00078,ticket-0050,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SDTI-AC] Migracao do Veeam 12 (Windows) pro Veeam 13 (Linux),Veeam,Nutanix,AOS,low,"[SDTI-AC] Migracao do Veeam 12 (Windows) pro Veeam 13 (Linux) | Boa tarde, pessoal. Tudo bem? Precisamos migrar o Veeam 12 pro Veeam 13 devido aos travamentos constantes do Windows. Agradeco desde ja o suporte de sempre! Abracos. |  | Veeam | Servidor VBR (Management Server)",true
chunk-00079,ticket-0051,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[AM ENERGIA] Porta apresentando CRC - Sw Arista,Arista,,,medium,"[AM ENERGIA] Porta apresentando CRC - Sw Arista | Solicitamos apoio para tratar o erro que está ocorrendo no Sw Arista: Será acompanhada por nosso Especialista: João Medeiros [EMAIL_MASKED] [PHONE_MASKED] | Durante sessão, identificamos erros de CRC no cabo responsável por realizar mlag entre os switches Arista. Validamos internamente em nosso estoque e conseguimos localizar o item para substituição. O cabo foi entregue no endereço do cliente em 25/05, no período da manhã, a troca foi realizada com êxito e o cliente informou que os erros de CRC não estão mais sendo apresentados. | Arista | Switch",true
chunk-00080,ticket-0052,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] LIBERAÇÃO DE ACESSO AO SISTEMA DME PREFEITURA AM,Outros,,,medium,"[CLEARIT] LIBERAÇÃO DE ACESSO AO SISTEMA DME PREFEITURA AM | Bom dia, Afonso! Não estou conseguindo acessar o sistema da prefeitura DME, pede liberação de segurança, poderia por favor verificar? [URL_MASKED] | Durante acesso remoto via Teams foi possivel validar que o erro foi um bloqueio gerado em um encereco da AManzonAWS. O acesso foi liberado e o download foi realizado corretamente | Outros | Outros",true
chunk-00081,ticket-0053,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[MPPA] Task Stuck.,Nutanix,Nutanix,LCM,low,"[MPPA] Task Stuck. |  | Diagnosticado estado anômalo de 13 tasks no banco de dados Ergon com status não terminável (kRunning/kQueued persistido desde 2025-06-21 Verificado que as tasks principais eram do componente LCM (Log Collection) com subtasks bloqueadas, impedindo transição de estado Executado `ecli task.list include_completed=false` para mapear todas as tasks congeladas no sistema Abortadas manualmente 10 tasks do LCM Log Collection utilizando comando `ergon_update_task --task_uuid='<UUID>' --task_status=aborted` Metodicamente limpadas todas as subtasks com status kQueued antes de abortar suas tasks pai, respeitando hierarquia de dependências | Nutanix | AOS",true
chunk-00082,ticket-0054,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[MPPA] Dense Node Minimum CVM,Nutanix,Nutanix,AOS,low,"[MPPA] Dense Node Minimum CVM | Detailed information for dense_node_minimum_cvm_configuration_checks: Node [IP_MASKED]: WARN: The following dense node CVM(s) do not have required memory to support RPO less than 6 hours. Node [[IP_MASKED]] has [36]GiB, required memory in GiB: [40] Node [[IP_MASKED]] has [36]GiB, required memory in GiB: [40] Node [[IP_MASKED]] has [36]GiB, required memory in GiB: [40] Node [[IP_MASKED]] has [36]GiB, required memory in GiB: [40] Node [[IP_MASKED]] has [36]GiB, required memory in GiB: [40] Refer to KB 15204 ([URL_MASKED]) for details on dense_node_minimum_cvm_configuration_checks | Aumento de capacidade de memoria na CVM. | Nutanix | AOS",true
chunk-00083,ticket-0055,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,SR:Switch Gerenciável - Configuração inicial e integração na rede,,,,low,SR:Switch Gerenciável - Configuração inicial e integração na rede,true
chunk-00084,ticket-0056,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[TJ-RR] Verificação da saúde do Cluster TJRR-DR,Nutanix,Nutanix,,high,"[TJ-RR] Verificação da saúde do Cluster TJRR-DR | O cluster TJRR-DR tem 3 nodes apresentando alertas críticos, dois deles se referem a falhas de SSD M2. Nossa equipe técnica já percebeu que quando recuperamos uma VM em algum desses nodes, ela apresenta falha. Assim, solicito uma análise do ambiente. Após a análise, sugiro uma reunião entre as equipes técnicas do TJRR e ClearIT para discutir a alterativas para solucionar o problema. |  | Nutanix | Hardware",true
chunk-00085,ticket-0057,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,SR:A10 Networks - Configuração de virtual servers (VIPs) e serviços associados,,,,low,SR:A10 Networks - Configuração de virtual servers (VIPs) e serviços associados,true
chunk-00086,ticket-0058,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Falha Backup Veeam,Veeam,Nutanix,,low,[CMM] Falha Backup Veeam |  | Realizamos reboot do proxy para reestabelecer a conexão com o Nutanix. | Veeam | Jobs (Execução),true
chunk-00087,ticket-0059,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Nao recebimento de email do Diego Costa de Brasilia,Outros,,,high,"[CLEARIT] Nao recebimento de email do Diego Costa de Brasilia | Nao estou recebendo email do Diego Costa, da nossa filial de Brasilia | Foi realizada análise do envio informado pelo usuário através do rastreamento de mensagens no Exchange Admin Center. Inicialmente, o e-mail constava como entregue no fluxo de mensagens, porém, após validação complementar no Microsoft Defender, identificamos que a mensagem havia sido direcionada para quarentena pela política antimalware, devido à análise de segurança do conteúdo/link presente no e-mail. Após validação, a mensagem foi liberada da quarentena e disponibilizada ao destinatário. Orientado que o destinatário verifique novamente a Caixa de Entrada e realize a busca pelo assunto do e-mail no Outlook Web, caso necessário. Solicitação atendida. | Outros | Outros",true
chunk-00088,ticket-0060,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,SR:Nutanix Foundation - Otimização de recursos de cluster,,Nutanix,,high,SR:Nutanix Foundation - Otimização de recursos de cluster | POC-NCM,true
chunk-00089,ticket-0061,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Retirada CMM-DR do Prism Central,Nutanix,Nutanix,Prism,high,"[CMM] Retirada CMM-DR do Prism Central | Retirar antigo DR do prism central | Como o cluster cmm-dr ja havia sido retirado, foi preciso realizar a remoção via: nutanix@NTNX-172-22-0-8-A-PCVM:~$ ncli multicluster delete-cluster-state cluster-id= | Nutanix | Prism (Management)",true
chunk-00090,ticket-0062,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEAR] Onboarding - Vinicius Pereira Marques,,,,low,[CLEAR] Onboarding - Vinicius Pereira Marques,true
chunk-00091,ticket-0063,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] acesso a plataforma Odoo,Outros,,,low,"[CLEARIT] acesso a plataforma Odoo | Bom dia ,tudo bem ? O Paulo Freitas quer que eu tenha acesso a plataforma Odoo igual o time de compras e logística , pois estou auxiliando eles nas demandas , poderiam me ajudar em relação a isso ? Caso tenham alguma duvida por gentileza consultar o Paulo . Obrigada | Realizado a liberação dos acessos. | Outros | Outros",true
chunk-00092,ticket-0064,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Office SP,Outros,,,low,[CLEARIT] Health Check Office SP | Health Check Office SP |  | Outros | Outros,true
chunk-00093,ticket-0065,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Sistemas ClearIT,Outros,,,low,[CLEARIT] Health Check Sistemas ClearIT | [ClearIT] Health Check Sistemas ClearIT |  | Outros | Outros,true
chunk-00094,ticket-0066,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[TCM-SP] Atualização do cluster Nutanix,Nutanix,Nutanix,Prism,high,"[TCM-SP] Atualização do cluster Nutanix | Bom dia, Gostaria de agendar um suporte para atualização de Prism Central, AOS e AHV para os dias 29 e 30/05/2026. Versoes atuais: pc.[IP_MASKED] AOS [IP_MASKED] AHV [IP_MASKED] Versoes pretendidas: pc.[IP_MASKED] ou pc.[IP_MASKED] AOS [IP_MASKED] ou AOS [IP_MASKED] AHV [IP_MASKED] ou AHV [IP_MASKED] Gostaria da recomendação de vocês para a versão final, se mantemos a última da 7.3 ou se vamos já para a última da 7.5. A versão 7.5 já está estável? Tem outros clientes instalados? O motivo da atualização é este security update: SA-47 Investigation and Break-Fix Guidance for CVE-[PHONE_MASKED]1 Copyfail [URL_MASKED] Muito obrigado, José | Foram realizadas atualizações no ambiente Nutanix: Prism Central atualizado de pc.[IP_MASKED] para pc.[IP_MASKED] e AOS atualizado de [IP_MASKED] para [IP_MASKED]. Não houve impacto crítico reportado durante as atualizações concluídas. As atualizações do AHV foram realizadas em 30/05, sem nenhum impacto no ambiente. | Nutanix | LCM (Lifecycle Manager)",true
chunk-00095,ticket-0067,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PMM] Recriação do ambiente NKP,Nutanix,Nutanix,NKP,high,"[PMM] Recriação do ambiente NKP | Prezados, Segundo a documentação da Nutanix em [URL_MASKED] a configuração abaixo, quando aplicada após a criação do cluster, pode ser perdida, voltando ao estado de intermitência: loadBalancer: mode: snat Por este motivo, solicitamos apoio para a recriar o ambiente com as configurações certas, incluindo a configuração do servidor NTP local para que o indicador ""System clock synchronized"" fique ""yes"". Cordialmente, Flávio Almeida Técnico de Tecnologia da Informação da Fazenda Municipal Divisão de Segurança e Infraestrutura de TI - DSITI/SUBTI/SEMEF [EMAIL_MASKED] |  | Nutanix | NKP (Kubernetes)",true
chunk-00096,ticket-0068,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Configuração DNS Cloudflare,Outros,,,low,"[CLEARIT] Configuração DNS Cloudflare | Bom dia, Solicito apoio para a criação de apontamentos no DNS da Cloudflare da Clear para os seguintes endereços: Tipo: A Nome: o11y ([URL_MASKED]) IP: [IP_MASKED] | registro criado no DNS. | Outros | Outros",true
chunk-00097,ticket-0069,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SEMA-MT] Atualização de certificados nos storages exagrid,Exagrid,,Storage,medium,"[SEMA-MT] Atualização de certificados nos storages exagrid | Boa tarde, Preciso de auxilio para atualizar os certificados válidos para os dois storages exagrid que possuimos. Tentei realizar o procedimento mas não funcionou, um dos equipamentos está apresentando problema na tela de certificados root CA. | Reinicio dos serviços realizado pela fabricante. | Exagrid | Console",true
chunk-00098,ticket-0070,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[INDT-AM] Acesso Mensal - Serviços Gerenciáveis,,,,low,[INDT-AM] Acesso Mensal - Serviços Gerenciáveis | [INDT-AM] Acesso Mensal - Serviços Gerenciáveis,true
chunk-00099,ticket-0071,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Acesso Semanal,Nutanix,Nutanix,LCM,low,[CMM] Acesso Semanal | Check semanal ambiente CMM. |  | Nutanix | LCM (Lifecycle Manager),true
chunk-00100,ticket-0072,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Monitores para o escritor do Rio de Janeiro,Monitor,Nutanix,AOS,low,"[CLEARIT] Monitores para o escritor do Rio de Janeiro | Boa tarde! Solicito o envio de dois monitores, atendendo ao padrão utilizado em São Paulo, para uso no escritório do Rio de Janeiro. Como não temos recepcionistas trabalhando no escritório aos finais de semana, sugiro enviar os dois equipamentos para o endereço abaixo: Rua Tonelero, 186, ap. 705 - Copacabana - Rio de Janeiro - RJ - CEP: 22030-002 A/C Geilson Melo |  | Monitor | Hardware",true
chunk-00101,ticket-0073,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Usuário CRM,Odoo,,,low,[CLEARIT] Usuário CRM | Favor adicionar o usuário Daniel Galvão ao CRM | Acesso concedido com sucesso. | Odoo | Software,true
chunk-00102,ticket-0074,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Criação de acesso a VPN,Windows,Nutanix,AOS,low,"[CLEARIT] Criação de acesso a VPN | Boa Tarde! Solicito a criação do meu acesso a VPN. Acesso solicitado para realização das atividades, como acesso aos sistemas Zabbix, Grafana, Obserbalit IA (011Y). Desde já agradeço. | Usuario da VPN criado e VPN configurada. | Windows | Software",true
chunk-00103,ticket-0075,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PMM] Duvida sobre licenciamento e suporte do Prism Central,Nutanix,Nutanix,Prism,high,[PMM] Duvida sobre licenciamento e suporte do Prism Central | Bom dia! Gostaríamos de tirar uma dúvida sobre a questão do suporte oficial da Nutanix ao Prism Central. Precisamos adicionar um cluster não licenciado ao mesmo Prism Central de um cluster licenciado e gostaríamos de saber se o suporte oficial estará garantido nesse cenário. Conforme a documentação da própria Nutanix no link: [URL_MASKED] e imagem em anexo. | Respondido as dúvidas do cliente referente ao suporte presente dentro do licenciamento para os clusters registrados no Prism Central. | Nutanix | Prism (Management),true
chunk-00104,ticket-0076,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SEFAZ-AC] Falha durante atualização,Nutanix,Nutanix,LCM,high,"[SEFAZ-AC] Falha durante atualização | Prezados, estamos com um host do cluster em modo manutenção após uma falha na atualização do ambiente. | Problema: O nó AHVSFZAI03 encontrava-se indisponível e retido no ambiente Phoenix / Modo de manutenção. Ação Realizada: Realizado o acesso à console do IPMI para forçar a inicialização do hypervisor (AHV) executando o script reboot_to_host.py. Após o boot, a conectividade foi validada e o host foi retirado do modo de manutenção através da CVM (comando acli host.exit_maintenance_mode). Conclusão: O nó foi inicializado com sucesso, restabeleceu a comunicação com o cluster e encontra-se pronto. | Nutanix | LCM (Lifecycle Manager)",true
chunk-00105,ticket-0077,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PMM] Falha ao tentar adicionar cluster ao Prism central,Nutanix,Nutanix,Prism,high,"[PMM] Falha ao tentar adicionar cluster ao Prism central | Boa tarde! Durante o procedimento de adição de um cluster ao prism central, recebemos a seguinte mensagem de erro: ""The cluster is blacklisted for further registration"" Precisamos realizar esse procedimento com mais dois clusters. | Acesso realizado à CVM ([IP_MASKED]) via SSH. Executado o comando zkrm /appliance/physical/blacklisted para remover o bloqueio no Zookeeper. Novo procedimento de registo no Prism Central ([IP_MASKED]) concluído com sucesso. | Nutanix | Prism (Management)",true
chunk-00106,ticket-0078,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[AM ENERGIA] Disco com mensagem de não montado,Nutanix,Nutanix,Storage,high,"[AM ENERGIA] Disco com mensagem de não montado | Solicitamos apoio técnico para verificação de erro no host HX5520 (J50007KM): | Cliente entrou em contato informando que um dos discos de um dos nós do Cluster (J50007KM) se encontrava com defeito. Foram realizadas tentativas de re-scan dos dispositivos de armazenamento sem sucesso. Com base nos testes realizados, o comportamento apontava falha de hardware envolvendo o disco ou componentes relacionados, como controladora ou backplane, com o agravante da indisponibilidade do BMC. Foi realizado abertura de chamado junto a Lenovo para seguir com a tratativa do caso, case E0481M0AVL. Na data de 05/06, o técnico da Lenovo compareceu ao datacenter, onde o nó em questão foi inserido em modo manutenção, e a troca do disco foi realizada com sucesso. Após o disco ter sido reconhecido e montado, realizamos a retirada do Nó de modo manutenção e validamos através da IPMI que todos os discos estão sendo reconhecidos. | Nutanix | Hardware",true
chunk-00107,ticket-0079,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[AM ENERGIA] Solicitação de cadastro no Portal da Central de Serviços - Clear IT,Outros,,,low,"[AM ENERGIA] Solicitação de cadastro no Portal da Central de Serviços - Clear IT | Bom dia. Solicitamos o cadastro do colaborador abaixo, para abertura de chamados no Portal. João Vieira de Medeiros Neto - [EMAIL_MASKED] | Contato já criado conforme solicitado | Outros | Outros",true
chunk-00108,ticket-0080,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] OUTLOOK | Erro ao enviar e-mail – Rótulo de confidencialidade não reconhecido,Outros,,,medium,"[CLEARIT] OUTLOOK | Erro ao enviar e-mail – Rótulo de confidencialidade não reconhecido | Olá, Estou recebendo o erro abaixo ao tentar enviar e-mails, mesmo após aplicar o rótulo de confidencialidade na mensagem. Já tentei 3 vezes e o erro persiste: ""Tentativa de envio de e-mail sem rótulo de confidencialidade, o que não é permitido pelas políticas de segurança."" - Rótulo aplicado: Externo Att. |  | Outros | Outros",true
chunk-00109,ticket-0081,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] acesso a pasta de rede,Sharepoint,,,low,"[CLEARIT] acesso a pasta de rede | Boa Tarde, prezado! Solicito o acesso a pasta de rede para envio, visualização e edição de documentos e pastas. Desde já agradeço. At.te, Vinicius Marques | Acesso concedido | Sharepoint | Software",true
chunk-00110,ticket-0082,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Cadastro Impressora,Outros,,,low,"[CLEARIT] Cadastro Impressora | Solicito, por gentileza, o cadastro/instalação da impressora na minha máquina, para que eu possa utilizá-la. | Impressora configurada. | Outros | Outros",true
chunk-00111,ticket-0083,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Instalar e testar o APP de Karaoke KARAFUN na TV,Outros,,,low,[CLEARIT] Instalar e testar o APP de Karaoke KARAFUN na TV | Solicito a gentileza de instalar o aplicativo KaraFun na TV e realizar teste. Estou a disposição. Obrigada |  | Outros | Outros,true
chunk-00112,ticket-0084,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Liberar / Mapear pasta,Outros,,,low,"[CLEARIT] Liberar / Mapear pasta | Solicito a gentileza de liberar , mapear a pasta para a colaboradora Monize Machado. C:\Users\BeatrizRibeiro\Clear Tecnologia da Informacao Ltda\Share-Marketing - Eventos 2025 Obrigada | Colaboradora já com acesso ao share-marketing. | Outros | Outros",true
chunk-00113,ticket-0085,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Cadastrar acesso a porta da sala do estoque - Ricardo Dias e Juliana Soares,Outros,,,low,"[CLEARIT] Cadastrar acesso a porta da sala do estoque - Ricardo Dias e Juliana Soares | Solicitamos a gentileza de cadastrar o acesso a porta da sala de estoque, localizada no 6o andar, ao lado da sala da diretoria para : Ricardo Dias e Juliana Soares Estamos a disposição Obrigada Juliana |  | Outros | Outros",true
chunk-00114,ticket-0086,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SIDIA] Realização do foundation Nutanix - G7,Nutanix,Nutanix,Prism,high,"[SIDIA] Realização do foundation Nutanix - G7 | Boa tarde, Solicito a realização do Foundation no nosso Cluster Nutanix G7 de 5 Nodes. Esse cluster hoje está na rede Samsung e iremos configurá-lo na rede Sidia, para implantação de um DR. Obs. Esse cluster não possui mais licenciamento. Estou a disposição para maiores informações. Att. | Processo de foundation realizado conforme documentação oficial Nutanix: [URL_MASKED] Dados utilizados durante o processo: -------------///-----------------///----------------- Topologia Foundation Nutanix - Contingência -------------///-----------------///----------------- NutanixDataService-CTG [IP_MASKED] PrismElement-CTG [IP_MASKED] -------------///-----------------///----------------- Hosts [IP_MASKED] Nutanix-CTG_AHV-Node01 [IP_MASKED] Nutanix-CTG_AHV-Node02 [IP_MASKED] Nutanix-CTG_AHV-Node03 [IP_MASKED] Nutanix-CTG_AHV-Node04 [IP_MASKED] Nutanix-CTG_AHV-Node05 -------------///-----------------///----------------- CVMs [IP_MASKED] Nutanix-CTG_CVM-Node01 [IP_MASKED] Nutanix-CTG_CVM-Node02 [IP_MASKED] Nutanix-CTG_CVM-Node03 [IP_MASKED] Nutanix-CTG_CVM-Node04 [IP_MASKED] Nutanix-CTG_CVM-Node05 -------------///-----------------///----------------- IPMI [IP_MASKED] Nutanix-CTG_IPMI-Node01 [IP_MASKED] Nutanix-CTG_IPMI-Node02 [IP_MASKED] Nutanix-CTG_IPMI-Node03 [IP_MASKED] Nutanix-CTG_IPMI-Node04 [IP_MASKED] Nutanix-CTG_IPMI-Node05 Processo de Foundation foi realizado com sucesso. | Nutanix | Prism (Management)",true
chunk-00115,ticket-0087,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[TJAC] Alertas Nutanis,Nutanix,Nutanix,Prism,medium,"[TJAC] Alertas Nutanis | Bom dia, estamos com alguns alertas no nosso Nutanix que seguem a baixo e solicito apoio para mitigação: Tem esse do NTP que de vez em quanto aparece e se auto resolve. Além desse email recebido hoje: | Para o NTP, a princípio não é necessária ação, uma vez que tem se auto resolvido. Fizemos a limpeza da partição /home/log/audit com o comando sudo rm -f *.log* Pedi para o João e o time gerar um novo ticket para o agendamento da atualização seguindo o Securty Advisory e para a troca das senhas admins da CVM e do PC | Nutanix | Prism (Management)",true
chunk-00116,ticket-0088,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Sistemas ClearIT,Outros,,,low,[CLEARIT] Health Check Sistemas ClearIT | [ClearIT] Health Check Sistemas ClearIT |  | Outros | Outros,true
chunk-00117,ticket-0089,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Office SP,Outros,,,low,[CLEARIT] Health Check Office SP | Health Check Office SP |  | Outros | Outros,true
chunk-00118,ticket-0090,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PMM] Falha na execução do Inventory LCM,Nutanix,Nutanix,LCM,high,"[PMM] Falha na execução do Inventory LCM | Bom dia! Recebemos um erro na tentativa de execução do inventory do cluster PMM-DB conforme imagem em anexo. Os arquivos referenciados de log na imagem são muito grandes | Fizemos novamente o processo, e o erro não aconteceu novamente, portanto não foi necessária qualquer atividade de troubleshooting | Nutanix | LCM (Lifecycle Manager)",true
chunk-00119,ticket-0091,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[MPPA] LCM Pre-check Failure: CMSP ClusterWorkflow and Monitoring Addons Unhealthy,Nutanix,Nutanix,Prism,high,"[MPPA] LCM Pre-check Failure: CMSP ClusterWorkflow and Monitoring Addons Unhealthy |  | Durante o processo de atualização via LCM, foi detectado o erro exit status 1 no pre-check. A investigação via CLI revelou que os componentes Addons (especificamente o monitoramento) e ClusterWorkflow estavam em estado unhealthy. Análise Técnica Causa Raiz: O pod prometheus-k8s-0 no namespace ntnx-system apresentava um loop crítico de reinicialização, com mais de 22.000 restarts. Diagnóstico: O container principal do Prometheus estava incapaz de inicializar devido ao acúmulo de mais de 24.000 segmentos de log (WAL) e diretórios de checkpoint corrompidos no volume persistente. Ações Realizadas Intervenção em Disco: Realizado acesso via root para montagem da partição do CMSP e limpeza manual do diretório de checkpoints travados (/bin/rm -rf checkpoint.002001/). Recriação do Serviço: O pod foi deletado para forçar a regeneração do banco de dados de métricas em um estado limpo. Sincronização do Workflow: Executado o comando mspctl cls upgrade prism-central para destravar o status do gerenciador de atualização que estava em timeout. Conclusão: Após novo inventário no LCM, a saúde de todos os componentes foi restabelecida (Healthy). | Nutanix | Prism (Management)",true
chunk-00120,ticket-0092,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Ajuda com formulários pelo clicksing,Outros,,,low,"[CLEARIT] Ajuda com formulários pelo clicksing | Boa tarde! Preciso de auxilio para criação de formulário na plataformas Clicksign, para disparar para os colaboradores. | Formulario criado. | Outros | Outros",true
chunk-00121,ticket-0093,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Cadastro de função do Odoo,Odoo,,,low,[CLEARIT] Cadastro de função do Odoo | Preciso estar cadastrado como BDM no Odoo. Ainda não consigo associar Leads no meu perfil. | Realizado ajuste no Odoo. | Odoo | Software,true
chunk-00122,ticket-0094,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Instalador SentinelOne,Sentinel One,,,low,"[CLEARIT] Instalador SentinelOne | Bom dia, Poderia disponibilizar uma imagem atualizada do SentinelOne para MacOS, arquitetura M1 de processador? | Realizado o envio da versão nova do sentinel e de acordo com o usuario funcionou corretamente. | Sentinel One | Agent (Clients)",true
chunk-00123,ticket-0095,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Mapeamento de Share,Windows,,,low,[CLEARIT] Mapeamento de Share | Solicito mapeamento de unidade com o Share Comercial no meu computador pessoal ao qual eu utilizo nos meus dias de Home. Já autorizado pelo Alexandre Guidorzi | Pasta sincronizada na maquina do usuario. | Windows | Software,true
chunk-00124,ticket-0096,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Liberação de acesso via OAuth ao Microsoft 365 (meu usuário) para projeto interno de produtividade,Office 365,,,low,"[CLEARIT] Liberação de acesso via OAuth ao Microsoft 365 (meu usuário) para projeto interno de produtividade | Pessoal de TI, bom dia. Estou tocando uma iniciativa pra organizar melhor meu dia-a-dia como BDM/PM · basicamente quero consolidar email, agenda, anotações e demandas de pré-vendas em uma camada única de visibilidade, pra reduzir tempo gasto preparando reuniões e perder menos coisa entre as abas abertas. Pra isso preciso de acesso programático autenticado ao Microsoft 365 corporativo, apenas no meu próprio usuário ([EMAIL_MASKED]) · sem ler email/agenda de ninguém, sem permissão administrativa. Só leitura do que já é meu. O que precisa ser liberado: Mail.Read — ler meu próprio email Calendars.Read — ler minha própria agenda User.Read — ler meu perfil básico (padrão OAuth) Tudo via fluxo OAuth 2.0 / Modern Authentication — sem Basic Auth, sem IMAP legado, sem app password. |  | Office 365 | Software",true
chunk-00125,ticket-0097,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Lead não aparece no meu Odoo,Odoo,,,low,"[CLEARIT] Lead não aparece no meu Odoo | O Geilson (vendedor) criou um Lead e já conseguiu me marcar como BDM, porém o Lead ainda não aparece pra mim no Odoo. Não sei se é alguma configuração no meu Odoo ou no dele. Uma diferença que notei é que no meu aparecem 3 ""Clear""s diferentes e no dele só aparece uma. Não sei pode estar relacionado. | Leads estão aparecendo devido as configurações liberadas no Odoo. | Odoo | Software",true
chunk-00126,ticket-0098,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,SR:Nutanix Files - Migração de dados não estruturados para compartilhamento Nutanix Files/Nutanix Unified Storage (máximo 4TiB),Nutanix,Nutanix,Storage,medium,SR:Nutanix Files - Migração de dados não estruturados para compartilhamento Nutanix Files/Nutanix Unified Storage (máximo 4TiB) |  |  | Nutanix,true
